filename,url,hostname,ground_truth_topic,ground_truth_intent,ground_truth_format,ground_truth_audience,ground_truth_maturity,ground_truth_orientation,ground_truth_salience,ground_truth_sentiment,ground_truth_entities
article_078.pdf,https://www.npr.org/2026/06/26/nx-s1-5863059/religious-leaders-have-been-talking-about-aliens-for-much-longer-than-you-think,www.npr.org,Religion,Explainer,Feature,General Public,Standard,Centrist or politically neutral,Low,Neutral,Tim Burchett:politician;JD Vance:politician;Disclosure Day:movie_or_tv_show
article_079.pdf,https://www.npr.org/2026/07/02/g-s1-131791/what-to-know-about-the-society-of-st-pius-x-the-schismatic-group-excommunicated-by-the-pope,www.npr.org,Religion,Explainer,Feature,Informed Reader,Standard,Centrist or politically neutral,Low,Negative,
article_080.pdf,https://www.npr.org/2026/07/02/nx-s1-5877386/vatican-declares-the-society-of-st-pius-x-is-in-schism-excommunicating-its-bishops,www.npr.org,Religion,Report,Breaking,General Public,Standard,Centrist or politically neutral,Low,Negative,
article_081.pdf,https://www.espn.com/espn/story/_/id/49339706/2026-fifa-world-cup-recap-july-11-argentina-switzerland-england-norway,espn.com,Sports,Report,Game Recap,General Public,Standard,Centrist or politically neutral,Low,Neutral,Lionel Messi:athlete;Alexis Mac Allister:athlete;Julián Álvarez:athlete;Lautaro Martínez:athlete;Emiliano Martínez:athlete;Jude Bellingham:athlete;Erling Haaland:athlete;Harry Kane:athlete;Andreas Schjelderup:athlete;Jordan Pickford:athlete;Argentina:sports_team;Switzerland:sports_team;England:sports_team;Norway:sports_team;2026 FIFA World Cup:sporting_event
article_082.pdf,https://www.espn.com/golf/story/_/id/49393127/open-championship-2026-live-latest-updates-final-round-leaderboard-royal-birkdale-golf-rory-mcilroy-scottie-scheffler-tommy-fleetwood-bryson-dechambeau-lucas-herbert-sam-burns,espn.com,Sports,Report,Breaking,Informed Reader,Standard,Centrist or politically neutral,Low,Positive,Ryan Fox:athlete;Cameron Young:athlete;Sam Burns:athlete;Lucas Herbert:athlete;Tommy Fleetwood:athlete;Scottie Scheffler:athlete;Casey Jarvis:athlete;Si Woo Kim:athlete;Bryson DeChambeau:athlete;Rory McIlroy:athlete;The Open Championship:sporting_event
article_083.pdf,https://www.espn.com/mlb/recap/_/gameId/401816143,espn.com,Sports,Report,Game Recap,General Public,Standard,Centrist or politically neutral,Low,Neutral,Francisco Alvarez:athlete;Brett Baty:athlete;Christian Scott:athlete;Aaron Nola:athlete;Juan Soto:athlete;A.J. Ewing:athlete;Devin Williams:athlete;Kyle Schwarber:athlete;Trea Turner:athlete;Luke Weaver:athlete;Marcus Semien:athlete;Sean Manaea:athlete;Jesús Luzardo:athlete;New York Mets:sports_team;Philadelphia Phillies:sports_team
article_084.pdf,https://www.espn.com/mlb/story/_/id/49350376/mlb-draft-2026-recap-kiley-mcdaniel-analysis-all-30-teams,espn.com,Sports,Analysis,Off-Field News,Professional,Sophisticated,Centrist or politically neutral,Low,Neutral,Roch Cholowsky:athlete;Arizona Diamondbacks:sports_team;Athletics:sports_team;Atlanta Braves:sports_team;Baltimore Orioles:sports_team;Boston Red Sox:sports_team;Chicago Cubs:sports_team;Chicago White Sox:sports_team
article_085.pdf,https://www.espn.com/nba-summer-league/recap/_/gameId/401881721/league/nba-summer-las-vegas,espn.com,Sports,Report,Game Recap,General Public,Standard,Centrist or politically neutral,Low,Neutral,Jahmi'us Ramsey:athlete;Mark Sears:athlete;Erik Stevenson:athlete;Matthew Murrell:athlete;Efe Abogidi:athlete;Nimari Burnett:athlete;Aziz Bandaogo:athlete;Jamarion Sharp:athlete;Malik Thomas:athlete;AJ Hoggard:athlete;Jaden Bradley:athlete;Denver Nuggets:sports_team;Toronto Raptors:sports_team
article_086.pdf,https://www.espn.com/nfl/story/_/id/48947413/2026-nfl-trade-deadline-early-look-players-candidates-buzz-crosby-aiyuk-kamara,espn.com,Sports,Analysis,Off-Field News,Informed Reader,Standard,Centrist or politically neutral,Low,Neutral,Maxx Crosby:athlete;Brandon Aiyuk:athlete;Kyle Pitts Sr.:athlete;Alvin Kamara:athlete;Kayvon Thibodeaux:athlete;Mac Jones:athlete;A.J. Brown:athlete;Myles Garrett:athlete;Las Vegas Raiders:sports_team;San Francisco 49ers:sports_team;New Orleans Saints:sports_team;New York Giants:sports_team;New England Patriots:sports_team;Los Angeles Rams:sports_team
article_087.pdf,https://www.espn.com/nfl/story/_/id/49096789/2026-nfl-offseason-final-moves-trades-signings-extensions-32-teams,espn.com,Sports,Opinion,Off-Field News,Informed Reader,Standard,Centrist or politically neutral,Low,Neutral,O'Cyrus Torrence:athlete;Jordyn Brooks:athlete;Christian Gonzalez:athlete;Lamar Jackson:athlete;Bobby Okereke:athlete;Grant Delpit:athlete;Joey Porter Jr.:athlete;Anthony Richardson Sr.:athlete;Buffalo Bills:sports_team;Miami Dolphins:sports_team;New England Patriots:sports_team;Baltimore Ravens:sports_team;Cleveland Browns:sports_team;Pittsburgh Steelers:sports_team;Houston Texans:sports_team;Indianapolis Colts:sports_team
article_088.pdf,https://www.espn.com/nfl/story/_/id/49147104/nfl-offseason-grades-2026-free-agency-draft-trades-extensions-coaching-changes,espn.com,Sports,Review,Off-Field News,Professional,Sophisticated,Centrist or politically neutral,Low,Positive,A.J. Brown:athlete;Jordan Davis:athlete;Derwin James Jr.:athlete;Khalil Mack:athlete;Malik Willis:athlete;De'Von Achane:athlete;DJ Moore:athlete;Myles Garrett:athlete;Jared Verse:athlete;Lamar Jackson:athlete;Philadelphia Eagles:sports_team;Los Angeles Chargers:sports_team;Miami Dolphins:sports_team;Chicago Bears:sports_team;Cleveland Browns:sports_team
article_089.pdf,https://www.espn.com/nfl/story/_/id/49337716/khosla-led-group-agrees-buy-seahawks-sources-say-96-billion,espn.com,Sports,Report,Off-Field News,Informed Reader,Standard,Centrist or politically neutral,Low,Neutral,Seattle Seahawks:sports_team;New England Patriots:sports_team;Washington Commanders:sports_team;Denver Broncos:sports_team;Los Angeles Lakers:sports_team;Portland Trail Blazers:sports_team;Khosla Ventures:company;OpenAI:company;DoorDash:company;Instacart:company;Vinod Khosla:executive;Paul Allen:executive;Josh Harris:executive;Mark Walter:executive;Ken Behring:executive
